"probe","logFC","AveExpr","t","P.Value","adj.P.Val"
"1426721_s_at",1.85255894191252,8.34308799113532,8.97501033262072,2.25643903492676e-10,1.52807987935747e-07
"1444107_at",1.21502161557112,7.98836865234198,8.97273172468424,2.27004616121484e-10,1.52807987935747e-07
"1455002_at",1.15738100901448,10.8883783193013,8.91514294094493,2.64315932203681e-10,1.75307542034091e-07
"1448728_a_at",2.31234029040959,7.61862063140933,8.88349632962437,2.8742212292796e-10,1.8786992994455e-07
"1423502_at",1.49549835667647,9.44813875520039,8.86285349408938,3.03593065267248e-10,1.95605011951688e-07
"1425305_at",2.3068785691757,7.57445113520536,8.84401507541586,3.19158510449802e-10,2.02737577180233e-07
"1447411_at",1.47913102889183,6.80610766764664,8.77346034705415,3.85043274377184e-10,2.41192176634519e-07
"1439293_at",-1.65281293906875,6.64395190638126,-8.75061857600077,4.09218596304634e-10,2.52824217971717e-07
"1449984_at",3.95335534694759,6.64032974801283,8.70968903564633,4.56473526291548e-10,2.70887006700988e-07
"1451064_a_at",3.37444042302767,5.09168497158877,8.6964922040266,4.72865873190568e-10,2.71694804475807e-07
"1439094_at",1.4948658968787,7.54081084888956,8.6954126780242,4.74233030964212e-10,2.71694804475807e-07
"1430319_at",-1.16329450237567,6.96180172548362,-8.69409505707338,4.759071761954e-10,2.71694804475807e-07
"1435381_at",-2.88198542390503,4.10346550229342,-8.61382869669266,5.9011337930588e-10,3.32683794000931e-07
"1432059_x_at",2.43077423770953,5.60076807689285,8.57122418808447,6.61702763723658e-10,3.63944589593911e-07
"1430357_at",3.41260014991728,6.62497326322096,8.36557861554571,1.15369510919598e-09,5.94487634849971e-07
"1435062_at",1.85459251767774,5.49592868983323,8.36334167523366,1.16072649871766e-09,5.94487634849971e-07
"1416756_at",2.63520763143256,10.6978928821488,8.3621936051564,1.16435214211159e-09,5.94487634849971e-07
"1431182_at",1.67891281163871,7.77301820023184,8.3600622326755,1.1711136530626e-09,5.94487634849971e-07
"1427718_a_at",1.13331447483399,8.57737955660775,8.35942861801699,1.17313140510515e-09,5.94487634849971e-07
"1418572_x_at",2.84796567509547,8.69695737606896,8.33807250452772,1.24324855472632e-09,6.23019478519018e-07
"1455959_s_at",1.35436492946156,11.3994361127211,8.3299832298516,1.27090752070654e-09,6.29881319685557e-07
